Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,100.459999,102.099998,100.050003,101.930000,86.612564,574468
2020-01-03,101.790001,102.989998,101.059998,102.839996,87.385803,602320
2020-01-06,102.519997,102.849998,101.699997,102.455002,87.058678,512304
2020-01-07,102.570000,103.949997,101.470001,103.419998,87.878647,1788904
2020-01-08,103.489998,103.790001,102.339996,103.080002,87.589745,1106947
2020-01-09,103.300003,103.870003,102.309998,102.480003,87.079918,635062
2020-01-10,102.480003,103.800003,102.320000,102.589996,87.173378,869249
2020-01-13,102.489998,102.779999,101.849998,102.010002,86.680550,786440
2020-01-14,101.750000,103.000000,101.489998,102.800003,87.351830,1458316
2020-01-15,102.900002,103.769997,102.709999,103.330002,87.802177,803225
2020-01-16,103.650002,104.339996,102.610001,104.160004,88.507469,747717
2020-01-17,104.000000,106.930000,104.000000,105.750000,89.858521,1980736
2020-01-20,105.129997,106.430000,105.019997,105.589996,89.722565,227453
2020-01-21,105.489998,108.300003,104.550003,106.080002,90.138931,1213385
2020-01-22,105.870003,106.989998,104.309998,106.089996,90.147430,2305084
2020-01-23,105.930000,107.120003,104.599998,106.839996,90.784714,1108341
2020-01-24,106.930000,106.930000,105.110001,106.099998,90.155922,699956
2020-01-27,105.750000,105.750000,103.690002,104.790001,89.042778,768822
2020-01-28,104.989998,106.690002,104.989998,106.620003,90.597778,1069155
2020-01-29,106.699997,107.879997,106.529999,107.209999,91.099113,878624
2020-01-30,107.540001,108.000000,105.820000,107.230003,91.116119,1032761
2020-01-31,107.699997,108.000000,106.410004,107.120003,91.022636,1941046
2020-02-04,107.010002,109.500000,107.010002,108.879997,92.518166,1602914
2020-02-05,109.300003,109.739998,106.989998,107.470001,91.320045,994010
2020-02-06,107.599998,108.489998,107.010002,107.620003,91.447495,1005981
2020-02-07,107.709999,108.309998,106.010002,107.610001,91.439003,883868
2020-02-10,107.930000,108.489998,106.709999,107.205002,91.094864,941393
2020-02-11,106.940002,108.790001,106.940002,107.580002,91.413521,897885
2020-02-12,107.620003,108.279999,105.599998,106.040001,90.104950,1339740
2020-02-13,105.510002,106.379997,104.699997,104.989998,89.212715,1824307
2020-02-14,105.510002,111.800003,104.769997,110.779999,94.132629,5155831
2020-02-17,110.800003,110.800003,109.269997,110.180000,93.622810,627222
2020-02-18,109.300003,110.500000,109.300003,110.070000,93.529335,2437140
2020-02-19,110.000000,110.790001,109.809998,110.430000,93.835236,2746946
