Greenhous Gas Concentrations and Forcing
   Age     CO2       CH4       Fghgs
 153.6    192.34    401.99    -2.418
 153.8    191.58    402.37    -2.442
 154.0    190.82    401.25    -2.468
 154.2    190.06    397.85    -2.498
 154.4    189.30    394.44    -2.528
 154.6    188.54    391.18    -2.557
 154.8    187.78    388.02    -2.587
 155.0    187.01    385.71    -2.616
 155.2    186.25    391.78    -2.632
 155.4    185.72    399.95    -2.639
 155.6    186.48    405.67    -2.605
 155.8    187.43    403.71    -2.576
 156.0    188.34    401.19    -2.550
 156.2    189.24    401.12    -2.520
 156.4    190.13    407.92    -2.481
 156.6    191.03    415.12    -2.442
 156.8    191.92    419.94    -2.406
 157.0    192.82    414.49    -2.385
 157.2    193.72    407.86    -2.365
 157.4    194.61    401.83    -2.345
 157.6    195.51    403.13    -2.314
 157.8    196.40    406.59    -2.281
 158.0    197.30    409.45    -2.248
 158.2    198.20    408.91    -2.221
 158.4    199.09    407.84    -2.194
 158.6    199.99    412.79    -2.159
 158.8    200.88    426.44    -2.113
 159.0    201.78    436.55    -2.071
 159.2    202.68    426.01    -2.057
 159.4    203.57    412.30    -2.049
 159.6    203.29    408.86    -2.062
 159.8    199.43    412.03    -2.178
 160.0    196.42    414.68    -2.269
 160.2    195.77    413.67    -2.291
 160.4    195.21    411.93    -2.311
 160.6    194.65    410.74    -2.331
 160.8    194.08    413.63    -2.345
 161.0    193.52    417.36    -2.358
 161.2    192.95    421.08    -2.371
 161.4    192.39    422.06    -2.388
 161.6    191.82    417.49    -2.413
 161.8    191.27    415.14    -2.434
 162.0    190.72    424.48    -2.439
 162.2    190.16    435.39    -2.443
 162.4    189.36    437.20    -2.467
 162.6    188.51    425.48    -2.510
 162.8    187.65    414.15    -2.554
 163.0    186.80    412.71    -2.585
 163.2    185.94    415.06    -2.610
 163.4    185.08    415.07    -2.639
 163.6    184.22    407.70    -2.678
 163.8    185.57    399.78    -2.644
 164.0    189.02    392.79    -2.539
 164.2    192.47    389.21    -2.432
 164.4    195.77    385.94    -2.330
 164.6    196.67    387.42    -2.299
 164.8    196.76    400.37    -2.278
 165.0    196.85    413.82    -2.257
 165.2    196.93    424.31    -2.240
 165.4    197.02    427.76    -2.232
 165.6    197.11    430.91    -2.225
 165.8    197.20    434.94    -2.217
 166.0    197.28    440.55    -2.207
 166.2    197.37    446.21    -2.196
 166.4    197.46    453.86    -2.183
 166.6    197.54    463.91    -2.167
 166.8    197.63    473.97    -2.151
 167.0    197.72    481.89    -2.138
 167.2    197.79    487.36    -2.129
 167.4    197.79    492.83    -2.122
 167.6    197.78    495.43    -2.119
 167.8    197.77    495.66    -2.119
 168.0    197.76    493.78    -2.122
 168.2    197.76    475.90    -2.145
 168.4    197.75    454.72    -2.173
 168.6    197.74    451.91    -2.177
 168.8    197.73    464.94    -2.160
 169.0    197.72    474.76    -2.148
 169.2    197.71    465.10    -2.161
 169.4    197.70    452.17    -2.178
 169.6    197.60    443.21    -2.193
 169.8    197.42    444.41    -2.197
 170.0    197.24    446.11    -2.200
 170.2    197.05    450.26    -2.201
 170.4    196.87    461.91    -2.191
 170.6    196.69    474.09    -2.181
 170.8    196.50    483.21    -2.175
 171.0    196.32    482.51    -2.182
 171.2    196.14    481.06    -2.190
 171.4    195.71    477.48    -2.208
 171.6    194.69    469.01    -2.251
 171.8    193.64    460.33    -2.296
 172.0    192.58    451.65    -2.342
 172.2    191.53    442.98    -2.388
 172.4    190.52    435.23    -2.431
 172.6    190.09    438.49    -2.441
 172.8    189.83    444.96    -2.441
 173.0    189.57    451.42    -2.441
 173.2    189.59    452.01    -2.439
 173.4    190.30    440.78    -2.431
 173.6    192.00    430.47    -2.389
 173.8    193.84    436.36    -2.322
 174.0    195.68    447.21    -2.249
 174.2    197.52    457.12    -2.177
 174.4    199.36    462.73    -2.112
 174.6    201.21    467.81    -2.047
 174.8    203.05    470.67    -1.987
 175.0    204.89    469.06    -1.932
 175.2    206.73    467.32    -1.878
 175.4    207.98    469.17    -1.838
 175.6    208.58    478.49    -1.808
 175.8    209.18    488.05    -1.778
 176.0    209.78    497.93    -1.747
 176.2    210.38    511.66    -1.712
 176.4    210.98    526.49    -1.676
 176.6    211.58    541.20    -1.641
 176.8    212.18    547.57    -1.615
 177.0    212.78    548.79    -1.596
 177.2    213.47    549.88    -1.574
 177.4    214.33    547.86    -1.551
 177.6    215.19    544.54    -1.530
 177.8    216.06    538.22    -1.513
 178.0    216.93    520.06    -1.509
 178.2    216.87    500.69    -1.535
 178.4    213.08    482.95    -1.668
 178.6    208.90    480.47    -1.796
 178.8    204.72    481.74    -1.921
 179.0    200.54    478.69    -2.054
 179.2    198.26    469.43    -2.138
 179.4    198.58    460.12    -2.140
 179.6    198.91    454.83    -2.136
 179.8    199.25    465.10    -2.112
 180.0    199.59    476.92    -2.086
 180.2    199.95    487.92    -2.061
 180.4    200.32    491.35    -2.045
 180.6    200.70    492.96    -2.031
 180.8    201.07    494.57    -2.017
 181.0    201.44    496.03    -2.004
 181.2    201.82    496.19    -1.992
 181.4    202.19    496.03    -1.981
 181.6    202.57    497.98    -1.967
 181.8    202.94    506.47    -1.944
 182.0    203.32    515.43    -1.922
 182.2    203.82    524.32    -1.895
 182.4    204.38    528.11    -1.874
 182.6    204.93    528.81    -1.856
 182.8    205.49    529.50    -1.838
 183.0    206.04    530.12    -1.820
 183.2    206.59    530.65    -1.803
 183.4    207.15    531.17    -1.786
 183.6    207.70    531.70    -1.768
 183.8    208.25    528.89    -1.755
 184.0    208.80    521.55    -1.747
 184.2    209.36    513.71    -1.740
 184.4    209.91    502.55    -1.738
 184.6    210.47    490.74    -1.736
 184.8    211.88    479.11    -1.709
 185.0    213.93    472.10    -1.658
 185.2    215.97    467.16    -1.604
 185.4    218.02    462.22    -1.551
 185.6    220.07    457.74    -1.498
 185.8    222.12    454.24    -1.444
 186.0    224.16    450.77    -1.391
 186.2    226.21    447.35    -1.338
 186.4    228.26    444.26    -1.286
 186.6    230.30    441.23    -1.233
 186.8    231.31    438.20    -1.210
 187.0    231.32    438.17    -1.210
 187.2    231.33    441.93    -1.204
 187.4    231.34    445.92    -1.199
 187.6    231.35    451.67    -1.191
 187.8    231.36    457.81    -1.182
 188.0    231.38    457.14    -1.183
 188.2    231.39    444.33    -1.199
 188.4    231.22    431.30    -1.222
 188.6    228.56    424.67    -1.304
 188.8    225.09    424.02    -1.401
 189.0    221.64    423.66    -1.499
 189.2    220.08    426.07    -1.540
 189.4    219.72    429.20    -1.546
 189.6    219.35    433.35    -1.551
 189.8    218.99    443.74    -1.548
 190.0    218.63    455.17    -1.543
 190.2    218.27    466.37    -1.539
 190.4    218.19    470.17    -1.536
 190.6    218.82    470.42    -1.518
 190.8    219.49    470.67    -1.498
 191.0    220.15    471.01    -1.479
 191.2    220.82    476.98    -1.452
 191.4    221.48    486.19    -1.421
 191.6    222.15    495.08    -1.391
 191.8    222.81    502.01    -1.363
 192.0    223.48    508.60    -1.336
 192.2    224.14    510.37    -1.316
 192.4    224.81    507.29    -1.301
 192.6    225.47    504.21    -1.286
 192.8    226.13    501.05    -1.271
 193.0    225.47    497.83    -1.294
 193.2    223.19    494.59    -1.362
 193.4    220.93    489.30    -1.433
 193.6    220.50    482.62    -1.454
 193.8    221.33    475.95    -1.439
 194.0    222.16    474.39    -1.417
 194.2    223.00    479.67    -1.386
 194.4    223.83    485.00    -1.356
 194.6    224.66    495.18    -1.320
 194.8    225.50    510.27    -1.277
 195.0    226.65    525.12    -1.227
 195.2    230.54    531.09    -1.112
 195.4    235.05    532.52    -0.988
 195.6    239.53    534.43    -0.866
 195.8    241.55    539.46    -0.807
 196.0    242.10    545.07    -0.785
 196.2    242.67    551.05    -0.763
 196.4    243.26    557.43    -0.740
 196.6    243.85    564.11    -0.717
 196.8    244.45    573.34    -0.691
 197.0    245.04    583.16    -0.664
 197.2    245.63    587.05    -0.644
 197.4    246.23    583.06    -0.633
 197.6    246.82    581.20    -0.620
 197.8    247.42    588.53    -0.596
 198.0    248.01    596.73    -0.572
 198.2    248.61    602.58    -0.549
 198.4    249.20    608.00    -0.528
 198.6    249.80    627.23    -0.491
 198.8    250.39    653.76    -0.447
 199.0    250.35    658.82    -0.442
 199.2    248.05    640.83    -0.521
 199.4    245.56    622.91    -0.605
 199.6    243.07    605.21    -0.690
 199.8    240.57    587.51    -0.776
 200.0    239.68    569.81    -0.820
 200.2    241.02    552.11    -0.805
 200.4    242.39    538.15    -0.786
 200.6    243.76    533.04    -0.757
 200.8    245.12    530.82    -0.724
 201.0    246.49    533.90    -0.685
 201.2    247.41    537.15    -0.657
 201.4    246.99    539.44    -0.665
 201.6    246.48    540.21    -0.677
 201.8    245.97    520.28    -0.715
 202.0    245.46    490.54    -0.765
 202.2    244.95    469.89    -0.805
 202.4    243.97    476.98    -0.821
 202.6    239.33    485.79    -0.932
 202.8    233.95    477.80    -1.086
 203.0    231.99    459.15    -1.163
 203.2    232.12    441.65    -1.183
 203.4    231.62    451.27    -1.184
 203.6    230.24    472.31    -1.194
 203.8    228.89    489.05    -1.210
 204.0    228.02    481.63    -1.243
 204.2    227.30    470.45    -1.278
 204.4    226.60    465.03    -1.304
 204.6    227.17    473.95    -1.277
 204.8    228.62    483.54    -1.224
 205.0    229.80    488.23    -1.186
 205.2    230.69    489.17    -1.160
 205.4    231.90    491.11    -1.125
 205.6    234.11    496.87    -1.057
 205.8    236.38    502.94    -0.989
 206.0    237.77    500.83    -0.954
 206.2    236.56    492.95    -0.996
 206.4    234.43    488.61    -1.059
 206.6    232.27    493.06    -1.112
 206.8    231.01    497.95    -1.140
 207.0    236.44    503.26    -0.987
 207.2    240.79    508.75    -0.864
 207.4    241.62    511.32    -0.839
 207.6    242.46    507.82    -0.822
 207.8    243.38    505.35    -0.800
 208.0    244.28    508.40    -0.773
 208.2    244.15    512.14    -0.772
 208.4    244.78    514.27    -0.753
 208.6    245.98    512.26    -0.724
 208.8    247.63    515.25    -0.678
 209.0    251.12    524.93    -0.577
 209.2    249.61    533.84    -0.605
 209.4    247.19    540.71    -0.658
 209.6    243.67    547.58    -0.741
 209.8    241.08    555.31    -0.800
 210.0    249.23    562.92    -0.580
 210.2    255.88    562.90    -0.412
 210.4    252.17    559.67    -0.509
 210.6    247.92    564.31    -0.612
 210.8    244.22    574.19    -0.696
 211.0    244.80    582.31    -0.671
 211.2    246.29    588.53    -0.625
 211.4    247.78    590.95    -0.584
 211.6    249.27    584.06    -0.554
 211.8    250.68    577.97    -0.525
 212.0    249.58    579.42    -0.551
 212.2    247.29    582.13    -0.607
 212.4    245.01    583.86    -0.664
 212.6    242.72    585.09    -0.722
 212.8    241.24    582.59    -0.764
 213.0    240.84    576.89    -0.781
 213.2    240.46    573.34    -0.795
 213.4    241.42    573.48    -0.770
 213.6    243.31    574.80    -0.719
 213.8    245.49    581.44    -0.654
 214.0    247.60    588.21    -0.592
 214.2    249.41    581.40    -0.553
 214.4    251.13    568.79    -0.524
 214.6    251.45    562.72    -0.523
 214.8    250.86    565.91    -0.535
 215.0    249.07    562.30    -0.584
 215.2    247.09    536.88    -0.666
 215.4    245.29    510.26    -0.745
 215.6    244.22    488.62    -0.800
 215.8    243.23    468.45    -0.851
 216.0    242.24    460.99    -0.887
 216.2    241.25    470.30    -0.901
 216.4    239.82    477.44    -0.929
 216.6    237.24    470.46    -1.007
 216.8    234.61    461.00    -1.090
 217.0    231.98    451.38    -1.174
 217.2    229.35    445.29    -1.254
 217.4    226.73    450.25    -1.320
 217.6    224.10    447.21    -1.398
 217.8    221.47    452.81    -1.465
 218.0    218.84    456.71    -1.535
 218.2    216.21    465.47    -1.599
 218.4    214.35    488.05    -1.625
 218.6    214.73    471.86    -1.634
 218.8    215.26    464.43    -1.628
 219.0    215.79    473.40    -1.601
 219.2    215.29    487.55    -1.598
 219.4    213.38    501.31    -1.636
 219.6    211.47    519.00    -1.671
 219.8    209.56    527.89    -1.717
 220.0    207.71    490.90    -1.819
 220.2    207.46    479.76    -1.840
 220.4    207.95    484.53    -1.819
 220.6    208.45    489.07    -1.799
 220.8    208.63    489.84    -1.792
 221.0    208.15    489.54    -1.807
 221.2    207.66    496.09    -1.814
 221.4    207.16    499.36    -1.824
 221.6    206.67    496.45    -1.843
 221.8    206.17    499.16    -1.855
 222.0    205.69    505.86    -1.861
 222.2    205.43    521.01    -1.850
 222.4    205.22    524.70    -1.852
 222.6    205.01    522.03    -1.862
 222.8    204.81    533.87    -1.853
 223.0    204.60    530.81    -1.863
 223.2    204.40    499.90    -1.908
 223.4    204.19    479.14    -1.941
 223.6    203.99    469.53    -1.959
 223.8    203.78    493.31    -1.935
 224.0    203.58    496.08    -1.938
 224.2    203.42    483.85    -1.958
 224.4    205.79    480.00    -1.891
 224.6    209.58    491.14    -1.762
 224.8    213.38    506.48    -1.630
 225.0    217.26    519.68    -1.500
 225.2    221.27    527.67    -1.375
 225.4    225.28    535.67    -1.252
 225.6    229.29    543.66    -1.131
 225.8    233.31    551.65    -1.012
 226.0    235.38    549.49    -0.959
 226.2    235.14    536.42    -0.981
 226.4    234.89    539.68    -0.984
 226.6    234.64    546.74    -0.982
 226.8    234.10    538.63    -1.006
 227.0    233.13    519.94    -1.055
 227.2    231.12    504.46    -1.129
 227.4    228.82    503.65    -1.193
 227.6    226.52    501.56    -1.260
 227.8    224.85    493.95    -1.316
 228.0    225.57    498.70    -1.290
 228.2    226.53    512.28    -1.246
 228.4    227.49    504.71    -1.229
 228.6    228.45    489.68    -1.221
 228.8    229.41    478.73    -1.209
 229.0    230.37    471.84    -1.191
 229.2    231.33    472.08    -1.165
 229.4    232.24    466.51    -1.147
 229.6    232.67    468.23    -1.133
 229.8    232.97    472.71    -1.119
 230.0    233.27    487.24    -1.092
 230.2    233.57    499.38    -1.069
 230.4    234.03    474.08    -1.089
 230.6    236.03    447.31    -1.070
 230.8    238.42    425.02    -1.036
 231.0    240.78    421.83    -0.978
 231.2    241.73    428.07    -0.944
 231.4    241.92    430.92    -0.936
 231.6    242.11    430.47    -0.931
 231.8    242.30    429.64    -0.927
 232.0    242.50    431.18    -0.920
 232.2    242.69    434.45    -0.910
 232.4    242.88    438.89    -0.900
 232.6    243.07    437.16    -0.897
 232.8    243.26    431.93    -0.899
 233.0    243.46    422.56    -0.907
 233.2    243.65    424.66    -0.899
 233.4    243.84    436.91    -0.877
 233.6    244.03    451.82    -0.852
 233.8    244.22    437.13    -0.867
 234.0    244.42    427.89    -0.874
 234.2    244.61    427.19    -0.870
 234.4    244.80    433.12    -0.857
 234.6    244.99    446.48    -0.835
 234.8    245.35    483.48    -0.777
 235.0    247.11    491.93    -0.721
 235.2    249.19    467.59    -0.699
 235.4    251.24    477.35    -0.634
 235.6    250.07    491.63    -0.645
 235.8    246.69    503.23    -0.717
 236.0    243.32    495.99    -0.814
 236.2    242.25    491.73    -0.847
 236.4    244.17    510.66    -0.773
 236.6    246.10    518.36    -0.714
 236.8    246.84    527.17    -0.684
 237.0    245.36    547.27    -0.698
 237.2    243.82    544.03    -0.742
 237.4    242.36    546.45    -0.777
 237.6    240.97    543.29    -0.817
 237.8    239.62    549.59    -0.845
 238.0    240.34    557.36    -0.817
 238.2    242.23    559.07    -0.765
 238.4    244.11    555.03    -0.721
 238.6    245.54    552.31    -0.687
 238.8    245.71    566.71    -0.666
 239.0    245.85    562.17    -0.667
 239.2    246.45    571.10    -0.641
 239.4    247.14    565.20    -0.631
 239.6    248.74    570.00    -0.584
 239.8    250.92    586.10    -0.510
 240.0    252.94    594.45    -0.449
 240.2    254.41    600.23    -0.405
 240.4    255.83    602.18    -0.368
 240.6    257.25    610.91    -0.322
 240.8    258.67    614.41    -0.283
 241.0    260.16    619.79    -0.241
 241.2    261.82    633.07    -0.185
 241.4    264.22    656.16    -0.101
 241.6    268.98    654.46     0.011
 241.8    273.90    661.94     0.136
 242.0    278.38    680.07     0.259
 242.2    279.68    586.13     0.185
 242.4    278.83    531.39     0.101
 242.6    274.41    518.17    -0.018
 242.8    269.86    525.52    -0.117
 243.0    265.29    540.83    -0.207
 243.2    259.58    539.25    -0.348
 243.4    253.54    548.21    -0.488
 243.6    251.34    550.68    -0.540
 243.8    250.11    543.96    -0.580
 244.0    246.02    536.73    -0.693
 244.2    240.65    528.47    -0.844
 244.4    236.13    527.47    -0.965
 244.6    233.62    523.59    -1.037
 244.8    231.16    519.53    -1.109
 245.0    227.80    507.85    -1.216
 245.2    223.99    502.32    -1.330
 245.4    220.32    498.71    -1.438
 245.6    219.07    492.75    -1.482
 245.8    218.65    480.78    -1.509
 246.0    218.23    479.14    -1.523
 246.2    217.81    487.13    -1.525
 246.4    217.39    502.35    -1.518
 246.6    216.97    511.77    -1.518
 246.8    216.55    508.97    -1.534
 247.0    216.13    529.98    -1.520
 247.2    215.71    539.57    -1.521
 247.4    215.29    531.37    -1.543
 247.6    214.87    525.12    -1.563
 247.8    214.00    525.10    -1.589
 248.0    212.81    534.31    -1.613
 248.2    211.63    517.55    -1.668
 248.4    210.45    490.26    -1.737
 248.6    209.26    471.46    -1.797
 248.8    208.08    465.97    -1.839
 249.0    206.90    439.64    -1.910
 249.2    205.72    411.14    -1.985
 249.4    204.53    409.28    -2.024
 249.6    203.35    410.53    -2.058
 249.8    202.17    412.39    -2.092
 250.0    200.98    412.09    -2.129
 250.2    201.32    409.56    -2.122
 250.4    204.40    417.46    -2.016
 250.6    207.54    429.01    -1.905
 250.8    210.68    426.77    -1.814
 251.0    212.98    421.20    -1.753
 251.2    209.70    415.62    -1.858
 251.4    205.39    410.04    -1.996
 251.6    201.08    404.47    -2.137
 251.8    196.85    399.93    -2.276
 252.0    195.60    397.26    -2.319
 252.2    195.90    395.44    -2.313
 252.4    196.20    395.83    -2.302
 252.6    196.49    396.88    -2.292
 252.8    196.60    399.06    -2.285
 253.0    196.32    400.03    -2.293
 253.2    196.03    398.83    -2.304
 253.4    195.74    405.27    -2.304
 253.6    195.49    419.52    -2.292
 253.8    195.72    426.58    -2.275
 254.0    196.10    426.09    -2.263
 254.2    196.49    423.43    -2.255
 254.4    196.88    420.51    -2.246
 254.6    197.26    413.33    -2.244
 254.8    197.65    409.21    -2.238
 255.0    198.04    426.40    -2.202
 255.2    198.42    438.33    -2.174
 255.4    198.81    429.51    -2.173
 255.6    199.36    426.08    -2.161
 255.8    200.08    437.82    -2.122
 256.0    200.80    451.01    -2.082
 256.2    201.51    466.81    -2.039
 256.4    202.14    472.56    -2.012
 256.6    202.67    468.10    -2.002
 256.8    203.20    470.82    -1.982
 257.0    203.73    479.75    -1.954
 257.2    203.99    477.17    -1.949
 257.4    203.98    466.66    -1.963
 257.6    203.97    454.32    -1.980
 257.8    203.96    464.13    -1.967
 258.0    203.94    479.86    -1.947
 258.2    203.93    494.21    -1.929
 258.4    203.92    504.31    -1.917
 258.6    203.92    506.52    -1.914
 258.8    204.37    499.14    -1.910
 259.0    205.04    477.38    -1.917
 259.2    205.71    443.88    -1.940
 259.4    206.39    443.59    -1.920
 259.6    207.06    465.22    -1.871
 259.8    207.74    465.20    -1.851
 260.0    208.41    452.77    -1.847
 260.2    209.09    442.98    -1.839
 260.4    209.20    436.04    -1.845
 260.6    207.89    444.45    -1.873
 260.8    206.50    454.04    -1.903
 261.0    205.93    453.51    -1.921
 261.2    206.47    448.28    -1.911
 261.4    207.02    434.68    -1.913
 261.6    207.56    426.54    -1.908
 261.8    208.10    435.27    -1.880
 262.0    208.65    447.79    -1.846
 262.2    209.63    466.82    -1.792
 262.4    210.99    479.92    -1.734
 262.6    212.35    480.97    -1.693
 262.8    213.71    485.61    -1.647
 263.0    215.20    499.02    -1.586
 263.2    216.91    499.18    -1.536
 263.4    218.62    470.99    -1.523
 263.6    220.33    444.42    -1.508
 263.8    222.04    420.23    -1.492
 264.0    223.75    415.15    -1.451
 264.2    225.46    416.10    -1.402
 264.4    227.17    408.25    -1.365
 264.6    225.85    400.70    -1.412
 264.8    220.92    407.02    -1.543
 265.0    216.00    413.62    -1.675
 265.2    211.07    413.02    -1.821
 265.4    206.14    413.05    -1.969
 265.6    201.44    417.62    -2.107
 265.8    202.47    421.48    -2.070
 266.0    205.98    419.65    -1.965
 266.2    209.49    416.16    -1.864
 266.4    210.11    402.78    -1.864
 266.6    206.06    388.75    -2.006
 266.8    201.93    400.22    -2.116
 267.0    197.81    418.65    -2.220
 267.2    193.69    421.91    -2.346
 267.4    189.73    416.79    -2.482
 267.6    188.38    414.64    -2.530
 267.8    187.97    416.58    -2.540
 268.0    187.57    422.32    -2.546
 268.2    187.49    438.17    -2.527
 268.4    188.77    450.47    -2.468
 268.6    190.21    440.28    -2.434
 268.8    191.65    427.59    -2.405
 269.0    193.09    433.81    -2.349
 269.2    194.38    447.50    -2.290
 269.4    195.26    447.86    -2.261
 269.6    196.12    441.25    -2.242
 269.8    196.98    447.19    -2.207
 270.0    197.85    453.57    -2.171
 270.2    198.43    458.14    -2.147
 270.4    196.37    451.51    -2.221
 270.6    193.64    443.49    -2.319
 270.8    190.92    446.58    -2.403
 271.0    188.19    454.03    -2.483
 271.2    185.55    457.45    -2.566
 271.4    185.48    455.28    -2.571
 271.6    186.56    452.58    -2.539
 271.8    187.64    447.27    -2.510
 272.0    188.72    451.50    -2.468
 272.2    189.80    458.81    -2.423
 272.4    190.71    466.11    -2.384
 272.6    191.41    464.05    -2.364
 272.8    192.11    454.09    -2.354
 273.0    192.81    460.88    -2.323
 273.2    193.51    469.60    -2.289
 273.4    193.92    478.33    -2.264
 273.6    193.96    479.43    -2.261
 273.8    194.00    472.52    -2.269
 274.0    194.04    467.11    -2.275
 274.2    194.08    465.24    -2.276
 274.4    194.44    464.14    -2.266
 274.6    195.27    468.13    -2.234
 274.8    196.10    473.21    -2.201
 275.0    196.94    470.44    -2.178
 275.2    197.77    461.92    -2.163
 275.4    198.07    458.12    -2.158
 275.6    197.07    467.46    -2.178
 275.8    196.00    477.65    -2.198
 276.0    194.94    488.65    -2.218
 276.2    193.87    499.54    -2.239
 276.4    193.87    492.05    -2.248
 276.6    195.58    474.06    -2.217
 276.8    197.32    462.74    -2.176
 277.0    199.06    455.51    -2.131
 277.2    200.80    457.94    -2.073
 277.4    202.23    470.29    -2.012
 277.6    202.76    475.96    -1.989
 277.8    203.22    465.51    -1.988
 278.0    203.68    454.23    -1.989
 278.2    204.15    442.93    -1.989
 278.4    204.86    432.08    -1.982
 278.6    206.17    434.08    -1.939
 278.8    207.51    435.60    -1.897
 279.0    208.85    429.41    -1.865
 279.2    210.20    423.20    -1.833
 279.4    211.36    428.05    -1.792
 279.6    212.27    447.05    -1.739
 279.8    213.18    460.97    -1.694
 280.0    214.08    457.98    -1.671
 280.2    214.99    460.26    -1.642
 280.4    216.04    471.28    -1.597
 280.6    217.17    467.70    -1.569
 280.8    218.30    463.53    -1.541
 281.0    219.43    458.00    -1.516
 281.2    220.55    451.31    -1.493
 281.4    221.68    449.95    -1.462
 281.6    222.81    454.13    -1.425
 281.8    223.84    458.92    -1.390
 282.0    224.61    464.82    -1.360
 282.2    225.36    459.48    -1.346
 282.4    226.11    437.39    -1.355
 282.6    226.86    431.64    -1.341
 282.8    227.61    446.10    -1.301
 283.0    228.36    458.21    -1.264
 283.2    229.11    468.46    -1.230
 283.4    229.86    482.32    -1.192
 283.6    230.61    496.75    -1.153
 283.8    231.16    503.59    -1.129
 284.0    230.85    504.25    -1.137
 284.2    230.44    483.75    -1.174
 284.4    230.03    467.31    -1.206
 284.6    229.61    472.20    -1.212
 284.8    229.20    472.46    -1.223
 285.0    228.79    461.58    -1.248
 285.2    228.37    461.78    -1.259
 285.4    227.96    468.67    -1.262
 285.6    227.53    477.24    -1.263
 285.8    227.10    485.74    -1.264
 286.0    226.67    491.52    -1.268
 286.2    226.81    496.01    -1.259
 286.4    227.90    498.73    -1.225
 286.6    229.00    501.99    -1.191
 286.8    230.10    506.01    -1.155
 287.0    231.12    513.40    -1.118
 287.2    231.07    521.06    -1.110
 287.4    230.68    526.36    -1.114
 287.6    230.46    524.04    -1.123
 287.8    230.63    515.94    -1.128
 288.0    230.80    517.90    -1.121
 288.2    230.99    518.74    -1.115
 288.4    231.34    513.27    -1.112
 288.6    231.75    518.11    -1.095
 288.8    232.15    529.53    -1.070
 289.0    232.56    531.18    -1.057
 289.2    232.96    530.17    -1.047
 289.4    233.37    530.84    -1.035
 289.6    233.78    535.04    -1.019
 289.8    234.18    543.76    -0.998
 290.0    234.59    536.15    -0.996
 290.2    233.53    522.00    -1.042
 290.4    228.69    508.77    -1.191
 290.6    223.66    495.62    -1.347
 290.8    220.08    482.47    -1.466
 291.0    219.00    469.32    -1.514
 291.2    217.97    457.16    -1.559
 291.4    216.76    456.21    -1.596
 291.6    214.97    458.01    -1.645
 291.8    213.14    454.29    -1.704
 292.0    211.31    449.41    -1.765
 292.2    209.48    450.55    -1.818
 292.4    207.80    452.23    -1.866
 292.6    207.12    448.20    -1.892
 292.8    206.63    446.64    -1.909
 293.0    206.16    455.38    -1.911
 293.2    206.14    464.05    -1.901
 293.4    206.33    472.65    -1.884
 293.6    206.53    482.84    -1.865
 293.8    206.96    509.51    -1.818
 294.0    208.38    514.24    -1.769
 294.2    209.90    504.64    -1.735
 294.4    211.42    495.03    -1.702
 294.6    212.62    491.93    -1.671
 294.8    212.77    501.78    -1.654
 295.0    212.83    516.55    -1.634
 295.2    212.89    532.02    -1.613
 295.4    212.94    547.41    -1.593
 295.6    213.00    560.37    -1.576
 295.8    213.06    569.39    -1.563
 296.0    213.24    576.91    -1.549
 296.2    213.64    582.92    -1.531
 296.4    214.04    544.58    -1.564
 296.6    214.45    515.79    -1.587
 296.8    214.85    503.51    -1.590
 297.0    215.25    491.82    -1.594
 297.2    215.65    499.04    -1.573
 297.4    216.05    497.39    -1.563
 297.6    216.46    486.11    -1.566
 297.8    216.86    474.84    -1.568
 298.0    217.81    472.92    -1.543
 298.2    219.58    490.17    -1.470
 298.4    221.37    499.21    -1.408
 298.6    223.15    507.16    -1.347
 298.8    224.84    515.10    -1.290
 299.0    226.34    518.36    -1.244
 299.2    227.84    514.33    -1.207
 299.4    229.35    507.62    -1.174
 299.6    230.82    500.91    -1.142
 299.8    232.07    500.03    -1.109
 300.0    233.27    510.77    -1.063
 300.2    234.47    518.42    -1.021
 300.4    235.66    511.99    -0.997
 300.6    236.50    491.88    -0.999
 300.8    237.12    471.63    -1.009
 301.0    237.75    469.66    -0.994
 301.2    238.37    483.64    -0.960
 301.4    238.84    474.40    -0.959
 301.6    238.32    464.39    -0.986
 301.8    237.64    455.10    -1.016
 302.0    236.96    453.08    -1.037
 302.2    236.28    453.82    -1.054
 302.4    236.53    454.95    -1.046
 302.6    237.42    456.45    -1.020
 302.8    238.31    460.91    -0.991
 303.0    239.20    463.39    -0.964
 303.2    240.03    464.78    -0.940
 303.4    240.29    466.69    -0.931
 303.6    240.39    474.78    -0.918
 303.8    240.49    480.54    -0.908
 304.0    240.59    484.88    -0.900
 304.2    240.84    489.13    -0.887
 304.4    243.09    490.02    -0.827
 304.6    245.93    491.63    -0.752
 304.8    248.77    494.69    -0.675
 305.0    249.99    497.89    -0.639
 305.2    249.56    502.68    -0.644
 305.4    249.14    489.67    -0.672
 305.6    248.71    470.50    -0.707
 305.8    247.98    453.34    -0.748
 306.0    247.13    449.39    -0.775
 306.2    246.28    451.95    -0.794
 306.4    245.43    455.31    -0.811
 306.6    243.65    459.56    -0.852
 306.8    239.74    476.96    -0.932
 307.0    235.73    479.98    -1.035
 307.2    231.72    472.32    -1.154
 307.4    227.71    464.66    -1.274
 307.6    225.97    460.52    -1.328
 307.8    226.29    465.53    -1.312
 308.0    226.61    469.47    -1.298
 308.2    226.93    473.17    -1.285
 308.4    227.25    477.66    -1.270
 308.6    227.57    498.84    -1.234
