Greenhous Gas Concentrations and Forcing
   Age     CO2       CH4       Fghgs
 308.8    227.64    500.79    -1.230
 309.0    227.16    487.66    -1.260
 309.2    226.67    474.52    -1.290
 309.4    226.53    464.53    -1.307
 309.6    228.10    460.59    -1.268
 309.8    229.89    460.44    -1.219
 310.0    231.69    460.54    -1.170
 310.2    233.33    464.27    -1.120
 310.4    234.46    486.27    -1.061
 310.6    235.55    486.15    -1.032
 310.8    236.64    478.36    -1.013
 311.0    237.65    474.13    -0.991
 311.2    238.06    506.74    -0.939
 311.4    238.34    516.34    -0.920
 311.6    238.62    515.54    -0.913
 311.8    238.91    514.79    -0.906
 312.0    239.47    515.61    -0.891
 312.2    240.19    517.49    -0.869
 312.4    240.91    519.48    -0.848
 312.6    241.64    521.62    -0.826
 312.8    243.53    533.73    -0.762
 313.0    246.16    542.14    -0.683
 313.2    248.79    544.92    -0.612
 313.4    251.31    551.37    -0.540
 313.6    252.90    565.98    -0.483
 313.8    254.30    561.44    -0.453
 314.0    255.69    555.92    -0.425
 314.2    256.70    591.88    -0.358
 314.4    256.84    631.11    -0.310
 314.6    256.95    625.43    -0.313
 314.8    257.02    619.58    -0.318
 315.0    255.16    609.25    -0.376
 315.2    252.24    603.52    -0.456
 315.4    249.32    600.33    -0.534
 315.6    248.67    606.57    -0.543
 315.8    256.16    630.96    -0.327
 316.0    264.37    622.69    -0.135
 316.2    270.82    611.90     0.008
 316.4    266.58    552.39    -0.162
 316.6    260.55    503.65    -0.368
 316.8    254.52    485.36    -0.541
 317.0    250.81    467.89    -0.657
 317.2    249.28    459.61    -0.707
 317.4    247.75    454.48    -0.753
 317.6    246.22    449.55    -0.799
 317.8    244.24    449.41    -0.850
 318.0    241.39    474.96    -0.891
 318.2    238.53    480.25    -0.960
 318.4    235.67    480.52    -1.036
 318.6    234.74    480.63    -1.061
 318.8    239.27    479.36    -0.942
 319.0    244.13    478.61    -0.815
 319.2    248.99    478.13    -0.690
 319.4    253.82    477.70    -0.568
 319.6    254.90    479.26    -0.539
 319.8    253.40    483.96    -0.571
 320.0    251.89    489.83    -0.601
 320.2    250.38    495.69    -0.632
 320.4    249.51    501.35    -0.647
 320.6    250.37    507.40    -0.618
 320.8    251.34    513.73    -0.585
 321.0    252.30    520.20    -0.553
 321.2    253.27    526.99    -0.520
 321.4    254.23    525.30    -0.498
 321.6    255.20    521.68    -0.478
 321.8    256.16    522.95    -0.453
 322.0    257.12    526.53    -0.425
 322.2    257.99    522.58    -0.408
 322.4    258.84    520.90    -0.389
 322.6    259.69    532.40    -0.354
 322.8    260.35    538.10    -0.331
 323.0    260.37    543.12    -0.324
 323.2    260.34    554.67    -0.311
 323.4    260.32    570.54    -0.293
 323.6    260.32    586.19    -0.275
 323.8    260.37    574.08    -0.288
 324.0    260.43    573.34    -0.287
 324.2    260.49    579.29    -0.279
 324.4    261.49    589.08    -0.243
 324.6    263.14    599.62    -0.191
 324.8    264.79    609.89    -0.139
 325.0    265.97    617.12    -0.102
 325.2    265.53    621.57    -0.108
 325.4    264.94    627.66    -0.115
 325.6    264.35    641.85    -0.114
 325.8    264.29    637.42    -0.120
 326.0    264.98    633.93    -0.107
 326.2    265.68    628.45    -0.097
 326.4    266.59    616.38    -0.088
 326.6    267.81    628.21    -0.046
 326.8    269.04    638.70    -0.005
 327.0    270.14    644.23     0.028
 327.2    270.76    651.88     0.051
 327.4    271.35    646.97     0.059
 327.6    271.99    649.11     0.077
 327.8    272.96    660.80     0.112
 328.0    273.98    658.41     0.134
 328.2    274.79    659.48     0.154
 328.4    273.66    662.99     0.131
 328.6    272.05    666.50     0.097
 328.8    270.44    664.18     0.056
 329.0    268.83    649.35     0.002
 329.2    267.21    642.36    -0.044
 329.4    265.63    654.65    -0.069
 329.6    266.14    647.65    -0.064
 329.8    267.97    653.13    -0.014
 330.0    269.80    648.45     0.024
 330.2    271.47    627.60     0.041
 330.4    272.02    633.05     0.060
 330.6    272.36    624.28     0.058
 330.8    272.64    623.72     0.064
 331.0    272.79    637.09     0.082
 331.2    272.93    636.64     0.085
 331.4    273.24    646.55     0.103
 331.6    276.08    660.78     0.185
 331.8    279.75    678.15     0.289
 332.0    283.50    712.46     0.411
 332.2    287.42    727.97     0.516
 332.4    288.74    737.10     0.555
 332.6    291.48    774.53     0.653
 332.8    295.94    792.57     0.770
 333.0    294.94    776.34     0.732
 333.2    286.10    655.75     0.409
 333.4    279.35    594.25     0.187
 333.6    281.42    596.07     0.236
 333.8    284.43    606.62     0.317
 334.0    283.67    619.86     0.315
 334.2    279.80    639.48     0.248
 334.4    276.29    628.86     0.155
 334.6    272.96    591.40     0.035
 334.8    269.01    592.58    -0.057
 335.0    263.58    581.16    -0.201
 335.2    258.08    569.13    -0.350
 335.4    253.22    560.05    -0.482
 335.6    248.85    546.82    -0.609
 335.8    244.47    535.64    -0.735
 336.0    241.68    527.01    -0.818
 336.2    241.10    513.22    -0.850
 336.4    240.52    500.08    -0.882
 336.6    239.96    501.64    -0.895
 336.8    238.98    498.97    -0.924
 337.0    237.37    492.17    -0.976
 337.2    235.75    486.48    -1.026
 337.4    234.62    485.07    -1.059
 337.6    235.94    476.93    -1.033
 337.8    237.61    467.18    -1.001
 338.0    239.28    457.42    -0.970
 338.2    240.94    450.90    -0.934
 338.4    242.61    447.67    -0.895
 338.6    244.28    445.93    -0.854
 338.8    245.95    452.24    -0.802
 339.0    247.62    459.85    -0.749
 339.2    249.28    463.06    -0.702
 339.4    245.74    459.74    -0.798
 339.6    237.21    457.08    -1.025
 339.8    228.68    454.53    -1.260
 340.0    220.15    451.98    -1.503
 340.2    211.62    449.02    -1.756
 340.4    203.31    443.10    -2.015
 340.6    201.18    435.64    -2.091
 340.8    201.85    426.62    -2.082
 341.0    202.52    417.59    -2.074
 341.2    203.19    408.56    -2.066
 341.4    203.86    399.54    -2.058
 341.6    204.52    394.86    -2.044
 341.8    205.11    393.71    -2.028
 342.0    205.15    389.94    -2.032
 342.2    205.09    385.27    -2.040
 342.4    205.04    380.60    -2.049
 342.6    204.98    375.92    -2.057
 342.8    204.93    371.41    -2.066
 343.0    204.88    369.11    -2.070
 343.2    204.83    367.54    -2.074
 343.4    205.52    366.29    -2.055
 343.6    206.74    368.06    -2.015
 343.8    207.96    370.58    -1.975
 344.0    209.18    373.10    -1.934
 344.2    210.40    372.94    -1.898
 344.4    211.62    369.47    -1.867
 344.6    212.74    368.80    -1.835
 344.8    213.84    370.17    -1.800
 345.0    214.93    371.54    -1.766
 345.2    216.03    372.92    -1.732
 345.4    217.12    376.51    -1.695
 345.6    218.22    385.59    -1.650
 345.8    219.32    389.59    -1.613
 346.0    220.23    390.01    -1.586
 346.2    220.38    390.43    -1.582
 346.4    220.45    390.86    -1.579
 346.6    220.51    392.15    -1.575
 346.8    220.58    399.58    -1.563
 347.0    220.65    408.21    -1.549
 347.2    220.72    415.34    -1.537
 347.4    220.79    412.79    -1.538
 347.6    220.86    408.50    -1.542
 347.8    220.93    404.67    -1.546
 348.0    221.00    411.51    -1.534
 348.2    221.07    422.32    -1.517
 348.4    220.74    431.13    -1.515
 348.6    220.04    439.76    -1.523
 348.8    219.33    448.39    -1.532
 349.0    218.63    455.43    -1.543
 349.2    217.92    432.11    -1.594
 349.4    217.22    406.52    -1.650
 349.6    216.51    402.08    -1.676
 349.8    215.59    398.47    -1.708
 350.0    214.49    394.85    -1.746
 350.2    213.39    393.59    -1.780
 350.4    212.29    400.17    -1.803
 350.6    211.19    404.10    -1.830
 350.8    210.09    406.54    -1.859
 351.0    209.40    408.99    -1.877
 351.2    209.36    411.44    -1.874
 351.4    209.33    413.27    -1.873
 351.6    209.30    408.52    -1.880
 351.8    209.27    403.28    -1.888
 352.0    209.24    401.69    -1.891
 352.2    209.20    400.33    -1.895
 352.4    208.53    398.97    -1.917
 352.6    207.46    397.76    -1.951
 352.8    206.39    399.31    -1.981
 353.0    205.32    401.91    -2.010
 353.2    204.25    404.08    -2.039
 353.4    203.18    402.08    -2.075
 353.6    202.11    399.02    -2.112
 353.8    201.04    396.21    -2.150
 354.0    199.97    397.67    -2.181
 354.2    198.90    400.70    -2.210
 354.4    197.83    403.74    -2.240
 354.6    196.76    405.46    -2.271
 354.8    195.69    404.66    -2.306
 355.0    194.62    403.79    -2.342
 355.2    193.55    403.07    -2.377
 355.4    192.58    403.30    -2.408
 355.6    191.71    403.71    -2.436
 355.8    190.85    404.30    -2.463
 356.0    189.98    408.07    -2.486
 356.2    189.12    412.96    -2.507
 356.4    188.26    417.86    -2.529
 356.6    187.39    422.38    -2.552
 356.8    186.52    426.49    -2.575
 357.0    186.08    430.61    -2.584
 357.2    186.05    434.00    -2.580
 357.4    186.02    433.51    -2.582
 357.6    185.98    432.46    -2.585
 357.8    185.95    431.33    -2.588
 358.0    185.92    428.23    -2.593
 358.2    185.88    424.21    -2.599
 358.4    185.85    420.20    -2.606
 358.6    185.82    417.03    -2.611
 358.8    186.41    417.02    -2.592
 359.0    187.78    417.31    -2.546
 359.2    189.15    418.96    -2.498
 359.4    190.52    429.16    -2.439
 359.6    191.89    440.84    -2.379
 359.8    193.27    452.10    -2.319
 360.0    194.64    447.53    -2.281
 360.2    196.01    434.88    -2.254
 360.4    197.38    422.22    -2.228
 360.6    198.75    415.76    -2.194
 360.8    200.13    417.17    -2.149
 361.0    201.25    418.61    -2.112
 361.2    201.71    421.07    -2.094
 361.4    202.13    433.33    -2.065
 361.6    202.55    448.06    -2.032
 361.8    202.97    461.71    -2.001
 362.0    203.39    457.15    -1.994
 362.2    203.81    446.06    -1.996
 362.4    204.23    436.23    -1.996
 362.6    204.65    446.93    -1.969
 362.8    205.07    464.80    -1.932
 363.0    205.49    480.96    -1.899
 363.2    205.91    467.51    -1.903
 363.4    206.21    443.35    -1.926
 363.6    205.97    420.36    -1.964
 363.8    205.66    421.88    -1.972
 364.0    205.35    433.24    -1.966
 364.2    205.04    444.34    -1.960
 364.4    204.73    442.21    -1.972
 364.6    204.42    432.61    -1.995
 364.8    204.12    423.02    -2.017
 365.0    203.81    420.72    -2.030
 365.2    203.50    434.03    -2.021
 365.4    203.19    447.86    -2.012
 365.6    202.88    456.41    -2.010
 365.8    202.57    444.40    -2.036
 366.0    202.26    430.31    -2.065
 366.2    201.96    417.35    -2.092
 366.4    201.70    411.97    -2.107
 366.6    201.45    408.02    -2.120
 366.8    201.20    404.82    -2.132
 367.0    200.96    417.71    -2.122
 367.2    200.71    437.12    -2.103
 367.4    200.46    454.65    -2.088
 367.6    200.21    449.55    -2.102
 367.8    200.02    437.81    -2.124
 368.0    201.24    426.16    -2.102
 368.2    203.10    421.72    -2.050
 368.4    204.97    421.75    -1.993
 368.6    206.83    421.78    -1.936
 368.8    208.69    424.28    -1.877
 369.0    210.55    431.72    -1.811
 369.2    212.41    439.31    -1.745
 369.4    214.25    453.61    -1.672
 369.6    215.63    478.39    -1.600
 369.8    216.83    503.28    -1.533
 370.0    218.04    516.41    -1.482
 370.2    219.24    513.17    -1.451
 370.4    220.44    509.82    -1.421
 370.6    221.65    505.42    -1.392
 370.8    222.85    500.06    -1.365
 371.0    224.06    494.69    -1.337
 371.2    224.95    492.33    -1.315
 371.4    225.60    495.54    -1.293
 371.6    226.24    498.88    -1.271
 371.8    226.88    503.26    -1.248
 372.0    227.52    510.76    -1.220
 372.2    228.17    518.48    -1.193
 372.4    228.81    525.55    -1.167
 372.6    229.42    531.54    -1.142
 372.8    229.50    537.49    -1.133
 373.0    229.37    523.68    -1.153
 373.2    229.23    492.57    -1.196
 373.4    229.10    461.86    -1.239
 373.6    228.97    449.84    -1.258
 373.8    228.84    447.95    -1.265
 374.0    228.70    446.06    -1.271
 374.2    228.57    442.23    -1.280
 374.4    228.44    436.75    -1.291
 374.6    228.30    431.27    -1.302
 374.8    228.17    426.68    -1.312
 375.0    228.04    426.10    -1.316
 375.2    227.91    426.01    -1.320
 375.4    227.77    425.99    -1.324
 375.6    227.64    427.49    -1.325
 375.8    227.51    429.63    -1.326
 376.0    227.38    431.77    -1.327
 376.2    227.24    434.73    -1.327
 376.4    227.11    438.63    -1.325
 376.6    227.38    442.53    -1.312
 376.8    228.98    444.21    -1.266
 377.0    230.68    443.38    -1.220
 377.2    232.38    442.54    -1.175
 377.4    234.08    444.12    -1.127
 377.6    235.78    449.87    -1.073
 377.8    237.49    455.70    -1.020
 378.0    239.19    461.52    -0.967
 378.2    239.94    467.34    -0.939
 378.4    239.83    473.17    -0.935
 378.6    239.72    478.99    -0.930
 378.8    239.60    484.82    -0.926
 379.0    239.49    490.64    -0.921
 379.2    239.38    492.73    -0.922
 379.4    239.27    489.51    -0.928
 379.6    239.15    486.24    -0.936
 379.8    239.66    495.26    -0.911
 380.0    240.73    518.24    -0.854
 380.2    241.80    540.66    -0.799
 380.4    242.88    546.75    -0.763
 380.6    243.95    545.43    -0.737
 380.8    245.02    544.16    -0.710
 381.0    246.09    544.73    -0.682
 381.2    246.74    546.23    -0.663
 381.4    246.63    549.09    -0.663
 381.6    246.50    565.44    -0.647
 381.8    246.37    585.23    -0.627
 382.0    246.24    598.67    -0.615
 382.2    246.11    595.14    -0.622
 382.4    245.98    590.67    -0.631
 382.6    245.86    576.76    -0.650
 382.8    246.66    541.05    -0.672
 383.0    247.98    504.46    -0.683
 383.2    249.30    489.02    -0.668
 383.4    250.62    507.22    -0.612
 383.6    251.94    525.85    -0.555
 383.8    253.26    540.06    -0.505
 384.0    254.58    548.57    -0.461
 384.2    255.90    557.04    -0.418
 384.4    257.22    559.28    -0.383
 384.6    258.60    556.31    -0.352
 384.8    260.10    553.60    -0.318
 385.0    261.61    558.39    -0.276
 385.2    263.11    566.63    -0.229
 385.4    264.23    574.80    -0.193
 385.6    263.14    581.39    -0.212
 385.8    261.69    587.31    -0.240
 386.0    260.24    593.77    -0.268
 386.2    259.11    606.68    -0.281
 386.4    258.67    621.45    -0.275
 386.6    258.25    631.43    -0.275
 386.8    257.83    602.30    -0.318
 387.0    257.41    564.55    -0.372
 387.2    257.00    529.52    -0.424
 387.4    256.58    505.26    -0.464
 387.6    256.16    482.11    -0.504
 387.8    255.74    463.33    -0.539
 388.0    255.33    459.04    -0.555
 388.2    254.82    455.90    -0.572
 388.4    254.28    453.40    -0.588
 388.6    253.74    457.30    -0.597
 388.8    253.20    462.81    -0.603
 389.0    252.66    468.32    -0.610
 389.2    252.12    483.99    -0.603
 389.4    251.58    513.28    -0.580
 389.6    251.04    542.64    -0.558
 389.8    250.49    563.08    -0.547
 390.0    250.61    552.06    -0.557
 390.2    252.21    538.29    -0.533
 390.4    253.87    525.60    -0.507
 390.6    255.53    518.24    -0.474
 390.8    257.20    511.60    -0.441
 391.0    258.86    505.04    -0.408
 391.2    260.52    498.76    -0.375
 391.4    262.18    492.51    -0.343
 391.6    263.84    488.57    -0.307
 391.8    265.50    488.75    -0.267
 392.0    266.81    489.01    -0.235
 392.2    267.79    490.25    -0.210
 392.4    268.77    493.70    -0.182
 392.6    269.75    497.11    -0.154
 392.8    270.73    494.96    -0.134
 393.0    271.71    489.84    -0.117
 393.2    272.69    489.80    -0.094
 393.4    273.67    516.43    -0.038
 393.6    274.55    546.93     0.020
 393.8    274.94    559.47     0.044
 394.0    275.27    554.48     0.046
 394.2    275.60    552.66     0.051
 394.4    275.93    568.24     0.077
 394.6    276.25    586.34     0.106
 394.8    276.58    591.24     0.119
 395.0    276.91    587.56     0.123
 395.2    277.15    588.27     0.129
 395.4    277.27    596.37     0.141
 395.6    277.39    601.48     0.150
 395.8    277.51    598.45     0.149
 396.0    277.62    595.14     0.148
 396.2    277.74    596.39     0.152
 396.4    277.86    599.73     0.159
 396.6    278.06    599.45     0.163
 396.8    279.40    593.53     0.187
 397.0    281.11    593.14     0.226
 397.2    282.82    600.13     0.273
 397.4    284.53    604.10     0.316
 397.6    286.24    601.91     0.352
 397.8    287.95    601.54     0.390
 398.0    288.64    607.10     0.412
 398.2    288.06    611.51     0.404
 398.4    287.48    610.15     0.390
 398.6    286.90    607.51     0.374
 398.8    286.32    600.87     0.353
 399.0    285.73    593.71     0.332
 399.2    285.15    587.21     0.311
 399.4    284.57    582.64     0.293
 399.6    283.99    592.67     0.291
 399.8    283.41    604.57     0.291
 400.0    282.83    606.65     0.281
 400.2    282.24    610.11     0.271
 400.4    281.66    634.91     0.286
 400.6    281.08    656.78     0.296
 400.8    280.50    643.91     0.269
 401.0    279.92    629.27     0.240
 401.2    283.14    627.32     0.311
 401.4    283.12    628.07     0.311
 401.6    283.11    631.43     0.315
 401.8    283.09    636.39     0.320
 402.0    282.82    643.15     0.321
 402.2    281.06    644.93     0.283
 402.4    279.04    642.66     0.234
 402.6    277.02    641.28     0.186
 402.8    275.76    641.00     0.156
 403.0    275.85    646.79     0.165
 403.2    275.96    655.39     0.177
 403.4    276.07    669.80     0.195
 403.6    276.18    677.99     0.206
 403.8    276.29    668.97     0.199
 404.0    276.40    666.80     0.199
 404.2    276.68    672.15     0.212
 404.4    277.67    669.49     0.232
 404.6    278.75    663.42     0.250
 404.8    279.82    661.93     0.273
 405.0    280.44    662.54     0.288
 405.2    280.33    660.83     0.284
 405.4    280.20    664.06     0.284
 405.6    280.08    685.37     0.304
 405.8    279.95    701.34     0.318
 406.0    279.83    705.69     0.320
 406.2    279.70    695.51     0.306
 406.4    279.97    677.98     0.294
 406.6    281.52    679.77     0.331
 406.8    283.18    691.06     0.381
 407.0    284.83    713.83     0.443
 407.2    285.52    731.48     0.477
 407.4    285.38    720.13     0.461
 407.6    285.23    705.58     0.443
 407.8    285.08    689.68     0.423
 408.0    284.94    684.12     0.414
 408.2    284.79    690.88     0.417
 408.4    284.65    698.43     0.422
 408.6    284.21    706.88     0.421
 408.8    282.00    711.75     0.376
 409.0    279.49    713.53     0.320
 409.2    276.99    709.39     0.258
 409.4    275.24    702.21     0.210
 409.6    276.78    702.67     0.246
 409.8    278.70    707.84     0.296
 410.0    280.62    710.68     0.343
 410.2    282.35    712.19     0.384
 410.4    282.80    710.46     0.393
 410.6    283.01    705.00     0.392
 410.8    283.22    700.24     0.392
 411.0    283.41    696.92     0.393
 411.2    282.92    694.87     0.379
 411.4    282.01    697.22     0.361
 411.6    281.10    700.18     0.343
 411.8    280.19    704.88     0.327
 412.0    279.28    709.48     0.311
 412.2    278.37    697.53     0.278
 412.4    277.46    677.29     0.235
 412.6    276.55    660.39     0.196
 412.8    275.64    657.64     0.172
 413.0    274.46    656.69     0.143
 413.2    272.49    665.29     0.106
 413.4    270.46    679.14     0.073
 413.6    268.43    690.21     0.037
 413.8    266.40    693.04    -0.009
 414.0    265.34    694.79    -0.033
 414.2    266.56    689.80    -0.009
 414.4    267.88    682.77     0.016
 414.6    269.20    674.18     0.038
 414.8    270.52    659.66     0.054
 415.0    271.83    644.62     0.068
 415.2    273.10    638.50     0.091
 415.4    274.36    638.66     0.121
 415.6    275.63    634.96     0.147
 415.8    276.31    621.74     0.148
 416.0    275.21    622.76     0.123
 416.2    271.95    627.79     0.052
 416.4    270.81    631.27     0.029
 416.6    269.99    633.18     0.012
 416.8    269.17    633.48    -0.007
 417.0    269.52    633.81     0.001
 417.2    272.83    657.30     0.105
 417.4    272.74    659.59     0.106
 417.6    272.14    652.24     0.084
 417.8    273.97    662.54     0.138
 418.0    276.94    645.17     0.188
 418.2    275.16    645.20     0.147
 418.4    274.30    658.30     0.141
 418.6    273.97    659.74     0.135
 418.8    273.65    656.70     0.124
 419.0    273.38    657.24     0.118
 419.2    273.56    661.71     0.127
 419.4    273.04    668.25     0.122
 419.6    272.14    681.27     0.115
 419.8    271.16    678.86     0.089
 420.0    269.72    681.12     0.058
 420.2    270.77    691.50     0.094
 420.4    273.40    683.12     0.147
 420.6    272.64    689.18     0.135
 420.8    271.72    699.34     0.124
 421.0    270.80    700.73     0.104
 421.2    269.88    701.84     0.083
 421.4    268.97    698.01     0.058
 421.6    268.16    685.46     0.025
 421.8    267.43    686.71     0.009
 422.0    266.76    685.19    -0.009
 422.2    270.22    674.90     0.063
 422.4    274.34    682.79     0.168
 422.6    271.59    685.50     0.107
 422.8    270.67    673.70     0.072
 423.0    270.74    661.77     0.061
 423.2    270.80    653.86     0.054
 423.4    270.87    645.75     0.047
 423.6    269.64    634.78     0.005
 423.8    267.91    623.57    -0.048
 424.0    267.99    611.41    -0.060
 424.2    268.19    600.59    -0.068
 424.4    269.72    603.68    -0.028
 424.6    272.89    612.72     0.058
 424.8    271.39    611.58     0.021
 425.0    270.48    568.40    -0.051
 425.2    269.95    505.98    -0.139
 425.4    267.74    504.98    -0.192
 425.6    262.59    504.96    -0.317
 425.8    256.70    484.62    -0.487
 426.0    255.18    461.78    -0.555
 426.2    254.11    459.41    -0.585
 426.4    253.07    461.74    -0.608
 426.6    252.32    459.54    -0.630
 426.8    253.22    461.35    -0.605
 427.0    253.11    464.01    -0.604
 427.2    249.72    444.35    -0.716
 427.4    245.90    415.17    -0.853
 427.6    242.06    414.45    -0.954
 427.8    238.84    417.47    -1.035
 428.0    235.68    426.65    -1.107
 428.2    232.51    438.37    -1.177
 428.4    229.34    450.10    -1.248
 428.6    226.17    461.82    -1.320
 428.8    223.01    464.48    -1.406
 429.0    220.37    430.74    -1.526
 429.2    221.40    403.74    -1.533
 429.4    223.10    396.18    -1.496
 429.6    224.81    389.04    -1.458
 429.8    226.49    382.73    -1.420
 430.0    225.53    380.56    -1.450
 430.2    222.89    381.06    -1.524
 430.4    220.25    382.21    -1.597
 430.6    217.61    383.36    -1.671
 430.8    214.97    384.95    -1.746
 431.0    212.35    389.13    -1.817
 431.2    210.11    392.92    -1.878
 431.4    208.16    392.34    -1.937
 431.6    207.91    391.12    -1.946
 431.8    208.30    389.90    -1.936
 432.0    208.68    389.38    -1.926
 432.2    209.07    389.77    -1.914
 432.4    209.46    390.17    -1.901
 432.6    209.74    390.56    -1.892
 432.8    209.40    390.96    -1.902
 433.0    208.97    391.33    -1.914
 433.2    208.54    390.13    -1.929
 433.4    208.10    388.02    -1.945
 433.6    207.66    385.90    -1.962
 433.8    206.71    383.79    -1.993
 434.0    205.43    381.68    -2.035
 434.2    204.16    380.60    -2.076
 434.4    202.89    380.60    -2.115
 434.6    201.62    380.60    -2.154
 434.8    200.52    380.60    -2.188
 435.0    200.56    380.60    -2.187
 435.2    200.80    380.60    -2.180
 435.4    201.04    380.90    -2.172
 435.6    201.28    381.62    -2.163
 435.8    201.52    382.33    -2.155
 436.0    201.72    383.05    -2.147
 436.2    201.68    383.76    -2.148
 436.4    201.61    384.49    -2.149
 436.6    201.54    385.85    -2.149
 436.8    201.47    387.52    -2.149
 437.0    201.40    389.19    -2.148
 437.2    201.38    390.87    -2.147
 437.4    201.49    392.54    -2.141
 437.6    201.61    394.16    -2.135
 437.8    201.73    394.11    -2.131
 438.0    201.84    393.28    -2.129
 438.2    201.96    392.45    -2.126
 438.4    201.92    391.77    -2.129
 438.6    201.46    392.82    -2.141
 438.8    200.97    394.38    -2.154
 439.0    200.49    395.94    -2.167
 439.2    200.00    397.51    -2.180
 439.4    199.51    399.07    -2.193
 439.6    199.19    400.63    -2.201
 439.8    199.39    402.19    -2.193
 440.0    199.62    403.75    -2.183
 440.2    199.86    403.69    -2.176
 440.4    200.10    402.12    -2.171
 440.6    200.34    400.64    -2.165
 440.8    200.57    404.04    -2.153
 441.0    200.81    410.26    -2.137
 441.2    201.06    416.49    -2.121
 441.4    201.43    422.71    -2.101
 441.6    201.84    428.93    -2.079
 441.8    202.24    435.11    -2.059
 442.0    202.64    437.63    -2.043
 442.2    203.04    437.83    -2.030
 442.4    203.49    438.02    -2.016
 442.6    204.23    438.21    -1.993
 442.8    205.02    438.41    -1.969
 443.0    205.82    438.60    -1.944
 443.2    206.62    438.76    -1.920
 443.4    207.42    438.91    -1.895
 443.6    207.75    444.56    -1.878
 443.8    206.67    460.27    -1.890
 444.0    205.50    476.20    -1.904
 444.2    204.32    484.30    -1.930
 444.4    203.14    456.60    -2.002
 444.6    202.00    429.04    -2.074
 444.8    201.62    420.99    -2.097
 445.0    201.54    415.17    -2.108
 445.2    201.47    410.96    -2.116
 445.4    201.40    422.90    -2.101
 445.6    201.33    438.99    -2.082
 445.8    201.30    452.54    -2.065
 446.0    201.79    458.51    -2.041
 446.2    202.43    463.97    -2.014
 446.4    203.06    469.43    -1.988
 446.6    203.70    477.22    -1.958
 446.8    204.34    494.41    -1.917
 447.0    204.77    497.86    -1.899
 447.2    204.34    475.23    -1.941
 447.4    203.79    452.10    -1.988
 447.6    203.25    430.44    -2.034
 447.8    202.71    420.64    -2.064
 448.0    202.17    413.44    -2.091
 448.2    201.59    406.24    -2.118
 448.4    200.97    399.04    -2.148
 448.6    200.35    391.86    -2.177
 448.8    199.73    387.97    -2.202
 449.0    199.12    386.72    -2.223
 449.2    198.49    385.46    -2.245
 449.4    197.71    384.21    -2.271
 449.6    196.89    382.96    -2.299
 449.8    196.06    381.70    -2.327
 450.0    195.23    381.20    -2.354
 450.2    194.41    381.65    -2.380
 450.4    193.60    382.11    -2.405
 450.6    193.25    382.56    -2.416
 450.8    193.10    383.02    -2.420
 451.0    192.96    383.47    -2.424
 451.2    192.82    385.40    -2.426
 451.4    192.68    388.86    -2.425
 451.6    192.83    392.32    -2.415
 451.8    194.50    395.77    -2.357
 452.0    196.40    399.23    -2.291
 452.2    198.29    402.73    -2.227
 452.4    200.27    406.55    -2.159
 452.6    202.31    410.41    -2.090
 452.8    204.03    414.27    -2.032
 453.0    204.02    418.14    -2.027
 453.2    203.76    422.00    -2.030
 453.4    203.49    427.42    -2.030
 453.6    204.18    448.75    -1.981
 453.8    206.10    474.24    -1.889
 454.0    207.82    483.51    -1.825
 454.2    207.44    478.89    -1.842
 454.4    206.51    474.27    -1.876
 454.6    205.58    469.63    -1.910
 454.8    204.65    460.73    -1.950
 455.0    203.72    448.58    -1.995
 455.2    202.79    436.73    -2.039
 455.4    201.78    429.52    -2.080
 455.6    200.73    423.91    -2.121
 455.8    199.67    418.30    -2.161
 456.0    198.61    413.20    -2.202
 456.2    197.55    411.86    -2.237
 456.4    196.50    411.28    -2.271
 456.6    195.50    410.70    -2.304
 456.8    194.80    410.13    -2.327
 457.0    194.15    409.55    -2.349
 457.2    193.49    408.98    -2.371
 457.4    192.84    408.34    -2.393
 457.6    192.18    407.09    -2.416
 457.8    191.53    405.68    -2.439
 458.0    190.91    404.28    -2.461
 458.2    191.11    402.87    -2.456
 458.4    191.65    401.46    -2.441
 458.6    192.19    400.05    -2.425
 458.8    192.72    398.64    -2.410
 459.0    193.26    398.92    -2.392
 459.2    193.79    400.60    -2.373
 459.4    194.35    402.28    -2.352
 459.6    195.10    403.96    -2.326
 459.8    195.92    405.65    -2.297
 460.0    196.73    407.33    -2.269
 460.2    197.54    409.98    -2.240
 460.4    198.36    415.42    -2.207
 460.6    199.17    421.04    -2.173
 460.8    200.03    434.07    -2.129
 461.0    201.16    457.40    -2.062
 461.2    202.33    480.80    -1.996
 461.4    203.49    504.19    -1.930
 461.6    204.66    514.46    -1.882
 461.8    206.38    494.17    -1.855
 462.0    208.53    472.68    -1.817
 462.2    209.84    467.13    -1.785
 462.4    209.59    474.62    -1.783
 462.6    209.31    482.10    -1.782
 462.8    209.03    489.09    -1.781
 463.0    208.74    486.56    -1.793
 463.2    208.46    480.34    -1.809
 463.4    208.17    474.11    -1.826
 463.6    207.72    467.89    -1.848
 463.8    207.19    461.67    -1.872
 464.0    206.66    455.44    -1.896
 464.2    206.13    449.39    -1.920
 464.4    205.60    447.07    -1.939
 464.6    205.07    446.27    -1.957
 464.8    204.55    445.47    -1.974
 465.0    204.28    444.67    -1.983
 465.2    204.14    443.87    -1.988
 465.4    204.01    443.08    -1.993
 465.6    203.87    442.37    -1.999
